@HDFCBank_Cares i hope you can fix my CC transaction disputes soon else am thinking of cancelling my card with HDFC,Displeasure,,,,,
@TheOfficialSBI I have deposited the money in north block rastrapati bhavan branch,Miscellaneous,,,,,
RT @Nitin_Rasam: All banks need to do special arrangement for senior citizens @TheOfficialSBI @ICICIBank @HDFC_Bank #CashRush,Miscellaneous,,,,,
@HDFCBank_Cares This  is the most horrible experience I have ever had with a bank in entire  life...more than a  month to open an NRI acct.,Displeasure,,,,,
"@ICICIBank @ICICIBank_Care @RBI @CNBC @TOIIndiaNews @aajtaknews @ZeeNews @BBCWorld Very very rude staff behavior, not acceptable.",Displeasure,,,,,
RT @TheOfficialSBI: Why wait for someone to do something when each one of us can stand up against corruption. Its time to be your own,Miscellaneous,,,,,
@TheOfficialSBI so you just doing copy paste same reply twice waoo great social media escalation team from SBI.,Miscellaneous,,,,,
@HDFCBank_Cares please start it as soon as possible. we do not have cash even more than 200 rs. thanks for understanding.,Miscellaneous,,,,,
@KotakBankLtd yes received call now waiting for resolution.,Miscellaneous,,,,,
".@snegho @ajantriks @UCOBankCare Also check 5 tweets starting from here, from @TheOfficialSBI https://t.co/woNJlVRuNw",Miscellaneous,,,,,
@HDFCBank_Cares there is no complain no. Please call me on 9820780304 for detailed understanding of the problem,Displeasure,,,,,
"@TheOfficialSBI Hi,my wife had opened an savings acct. 2 weeks back.Internet banking kit username &amp; pwd. doesn't works &amp; when we r trying.1)",Displeasure,,,,,
@HDFC_Bank @HDFCBank_Cares How can branches run out of deposit slips? Loc. Gorabazar branch Kolkata,Miscellaneous,,,,,
@TheOfficialSBI Can I deposit the entire amount Of my debt I have taken against my mortgage in credit society pls suggest.,Miscellaneous,,,,,
@ICICIBank_Care @ICICIBank icici bank atm are not dispensing the cash. A big lie by Indira Coacher,Displeasure,,,,,
@HDFCBank_Cares Follow back,Miscellaneous,,,,,
"At @HDFCBank_Cares ATM, effect of #blackmoney curb https://t.co/jORKoT0HEb",Miscellaneous,,,,,
@KotakBankLtd Thank you...That is what expected from Good Bank for future relationship. Convey my thanks to Staff at branch.,Compliment,,,,,
@CNNnews18 @TheOfficialSBI @RahulGandi1... Let rahul stand in queue and exchange his money... He needs candies right now,Miscellaneous,,,,,
RT @cathakursingh: @HJS_PJ  @@arunjaitley private banks run as per their convenience @HDFC_Bank @HDFCBank_Cares @HDFCBankNews @FinMinIndia,Displeasure,,,,,
@TheOfficialSBI how about cr3ating a new account in these days..,Miscellaneous,,,,,
@KotakBankLtd extremely pleased n surprised- 7min TURNaround at TURNERrd branch:) deposit+exch. While Shocker @ICICIBank wealth waterfield,Compliment,,,,,
Dr is no watermark/LOGO of @TheOfficialSBI @RBI @arunjaitley @BJP4India @PMOIndia @MinhazMerchant @RatanSharda55 https://t.co/3qfhQysYAf,Miscellaneous,,,,,
"@TheOfficialSBI Just wanted to check if the banks are open tomorrow, the 14th Nov which is Guru Nank Jayanti",Miscellaneous,,,,,
Is there hope with @KotakBankLtd ? https://t.co/W67dNizAHa,Miscellaneous,,,,,
Spare a thought for the bank folks working long hours to help out the common man! @TheOfficialSBI @ICICIBank @HDFCBank_Cares @arunjaitley,Compliment,,,,,
"@AxisBankSupport #Goalounge only 1 snack &amp; 1 soft drink was to be chosen ,Please don't call it lounge access",Miscellaneous,,,,,
"I cud get cash without any difficulty at @ICICIBank ATM. Waited 30mins.
Thx @ICICIBank_Care.
#Pune #Pashan @arunjaitley @narendramodi",Compliment,,,,,
@TheOfficialSBI Congratulations.,Compliment,,,,,
@ICICIBank_Care is my father eligible to deposit old notes into my savings account ?,Miscellaneous,,,,,
@TheOfficialSBI if u not say our bank is open till 6p.m than I cum before 4p.m &amp; i withdrawal my money! Now I am what to do. Sir jiiiii????,Displeasure,,,,,
Sir why the ATM's @HDFC_Bank @HDFCBank_Cares At Kolkata not fully operating @RBI @arunjaitley,Displeasure,,,,,
@HDFCBankNews @HDFCBank_Cares @ICICIBank_Care all sending sympathy messages but basic ATM remain dry in most. All fake showoffs by banks,Displeasure,,,,,
"@TheOfficialSBI i have problem with mvisa app as its saying invalid imie number, as i exchanged cell online, please advice me what to do",Miscellaneous,,,,,
"RT @TheOfficialSBI: @linksrkr Yes, old currency notes of Rs. 500 and Rs. 1000 denominations may be deposited at any of our branches and at",Miscellaneous,,,,,
Don't panic @guwahaticity @TheOfficialSBI and all banks doing all necessary steps to help us all. Let us all cooper https://t.co/wAxhHDY3U9,Miscellaneous,,,,,
@onlyursmusa How convenient. @narendramodi @TheOfficialSBI,Miscellaneous,,,,,
"@HDFCBank_Cares sad I cannot withdraw cash from HDFC ATM, others have started when will you start dispensing cash from your ATM.",Displeasure,,,,,
"@TheOfficialSBI what about life certificates for pensioners? Will they have to fight their way through?
#currencyban",Miscellaneous,,,,,
"@TheOfficialSBI my father visited to bank to change old notes, told that id is already used today ..please advise..",Miscellaneous,,,,,
@TheOfficialSBI @abndnkmtr why not Kannada ? are you serving in Karnataka or any other Hindi state ?,Displeasure,,,,,
Highly Appreciated @KotakBankLtd #CurrencyExchange #currencynotes https://t.co/8t8XGWBjjK,Compliment,,,,,
@ICICIBank_Care  Struggling for a proper response from call center. Raised many request. only wrong commitments / responses. It's Annoying.,Displeasure,,,,,
"@MoHFW_INDIA @aiims_newdelhi @TheOfficialSBI sbi says won't make dd without challan from hospital, aiims says don't have challan. suggests..",Miscellaneous,,,,,
"In the 21st century, Only Home branch access to CIF is limiting our needs especially when travel b/w native and work place. @TheOfficialSBI",Miscellaneous,,,,,
"@TheOfficialSBI 
Atm close to day at 8pm
On board 24h service
What a joke",Miscellaneous,,,,,
"@HDFCBank_Cares @ICICIBank  Your ATM's not working properly, please send your engineers in Honda car Ltd Tapukara immediately. Need full.",Displeasure,,,,,
@udaykotak @KotakBankLtd Have no time to respond?,Displeasure,,,,,
&gt; @dineshchudasama Mrs #ArundhatiBhattacharya @theofficialsbi Busy Licking Legs of @BJP4India @PMOIndia @NarendraModi.,Displeasure,,,,,
"A picture is worth a thousand words!

@narendramodi 
@seemaadhikari 
@TheOfficialSBI https://t.co/Gmz95alTRX",Compliment,,,,,
"@RBI @TheOfficialSBI @PMOIndia sbi bank refuse 2 exchange 500,1000 note,ppl sufer due to shortage of money.IFSC Code:SBIN0015923",Displeasure,,,,,
"what u expect from #Bank staff, they r also human @neerjanni2000 @VictoryForNamo @PiyushGoyal @TheOfficialSBI @arunjaitley @FinMinIndia",Miscellaneous,,,,,
RT @goyalsanjeev: Sirs @narendramodi @arunjaitley @RBI @FinMinIndia @TheOfficialSBI @HDFC_Bank My 5 suggestions 4 making #CurrencyExchange,Miscellaneous,,,,,
@HDFCBank_Cares What about the limit of free withdrawal using HDFC debit card on other banks ATMs?,Miscellaneous,,,,,
@centerofright @CNBCTV18Live @TheOfficialSBI that's only SBI. I am sure double of it with other banks. I am assuming it will be normal in 7,Miscellaneous,,,,,
"Dear @TheOfficialSBI @AxisBank @AxisBankSupport @IDBI_Bank @ICICIBank y dont ur atms got opened at DHUBRI,ASSAM",Displeasure,,,,,
@TheOfficialSBI website is not working for net banking,Displeasure,,,,,
@TheOfficialSBI how can u b so careless SBI online banking not working for 2 hrs in Bangalore website dn,Displeasure,,,,,
"@ICICIBank_Care What you have shared, without taking any information. Don't fake.",Displeasure,,,,,
"@ICICIBank_Care Hi
1. What are working hrs for branches betn 10-14th Nov? 
2. Can I deposit/exchange old notes in any branch across India?",Miscellaneous,,,,,
@TheOfficialSBI Sure.,Miscellaneous,,,,,
RT @Samarjit_afaqs: @HDFCBank_Cares since when is a 6% + 15% ST considered a nominal charge for foreclosuring a Superbike loan.,Miscellaneous,,,,,
@TheOfficialSBI thanks..,Compliment,,,,,
"@KotakBankLtd Panjim Goa, thank you service manager for helping me out. God Bless you always  you behaved as my saviour ",Compliment,,,,,
@TheOfficialSBI lazy staff.. They don't behave as they are public servant,Displeasure,,,,,
@AxisBank @AxisBankSupport Why spam me when I'm not ur customer? Making most out of #DeMonetisation ? https://t.co/W2gJd1InIj,Displeasure,,,,,
@PMOIndia @ICICIBank @HDFC_Bank @TheOfficialSBI @AxisBank not everywhere in liquid/cashless works..or come up with ideas of making slots too,Miscellaneous,,,,,
@TheOfficialSBI no money in any of SBI ATM in Hadapsar Pune. Y govt banks don't think about ppl. D most rude staff I can see only in SBI,Displeasure,,,,,
RT @netcitizen: I don't have an account or credit card with @AxisBank @AxisBankSupport. But getting Lotsa sms about this 500 notes and stuf,Displeasure,,,,,
"@udaykotak @KotakBankLtd apperciate your team at vapi branch for super service, hardwork and dedication",Compliment,,,,,
@theofficialsbi kindly explain my why sbi debits 25 rs from my account for every deposit i do in the sbi deposi machine???,Miscellaneous,,,,,
ICICI bank sec-61closing at 4 pm even after @arunjaitley order till 6 pm @ICICIBank @ICICIBank_Care,Miscellaneous,,,,,
#FuckOff @ICICIBank @ICICIBank_Care all ur ghatkopar atm's r nt working! Idiotic management! @KotakBankLtd #LifeSaver,Displeasure,,,,,
@HDFCBank_Cares can u plz reply to my query?? How much amount we can deposit in a non home branch,Miscellaneous,,,,,
@TheOfficialSBI a query regarding kiosk banking. why it charges on deposit of cash if csc has to charge  then (1/1),Miscellaneous,,,,,
@TheOfficialSBI now woke up from slumber. Simply a routine reply after 30 hrs. I may kneel down before branch clerk https://t.co/Bb4NtDicKh,Displeasure,,,,,
@Truth4win @anilkohli54 @HDFCBank_Cares They want to ensure that account holder depositing money in his own account.Need of the day.,Compliment,,,,,
"@KotakBankLtd Kotak Mahindra Bank, Cadbury junction, Thane refuses to exchange old notes for non customers of the bank @timesofindia @RBI",Displeasure,,,,,
Long Q at ATMs even late night. @HDFC_Bank and @TheOfficialSBI  seem to be replenishing cash well. Most @ICICIBank ATM shut. #Rs500andRs1000,Miscellaneous,,,,,
@ICICIBank_Care  you're pathetic bank service provider. Your team didn't call me.,Displeasure,,,,,
"@AxisBankSupport @AxisBank #AxisBank #Gurugram LaxmiBazar Branch, People are suffering as you dont have made proper arrangements",Displeasure,,,,,
@TheOfficialSBI then why in your Banda (Uttar Pradesh)branch after filling the form they asked me to submit a separate form for my 1/2,Miscellaneous,,,,,
RT @PPSINGH5736: @TheOfficialSBI very poor service at Muzaffarnagar main branch railway road. Staff is not cooperating us,Displeasure,,,,,
@TheOfficialSBI The reason I love banking with you guys!!!,Compliment,,,,,
"@TheOfficialSBI Thanks, a quick response would have helped better. Hopefully, next time I get response soon.",Compliment,,,,,
@ICICIBank_Care such a worst customer support do you have.. Guys don't buy Credit card from @ICICIBank.. They cheat customers..!!,Displeasure,,,,,
@bankofbaroda We are thankful to all bank employees. Who are giving their days and night to help common people.,Compliment,,,,,
RT @ChhaviSinha24: Went to @TheOfficialSBI to exchange money. Well managed branch. Got my work done in less than an hour. Hats off guys #De,Compliment,,,,,
@Norafatehi @KotakBankLtd  nora ask @karishmakotak  she Owns the bank,Miscellaneous,,,,,
"@TheOfficialSBI i have written the mail, waiting for proper communication for my loan, shabby behaviour of staff when i call ed the branch",Displeasure,,,,,
"RT @AnuragSason: Long line of people outside @TheOfficialSBI .
#ModiFightsCorruption #ModiEffect 
#BlackMoney https://t.co/1kmJdgVZDE",Miscellaneous,,,,,
@HDFCBank_Cares We want an explanation for this @MNCDFbombay @AdilGuzder @zaheermemon https://t.co/4QV21H2tkU,Miscellaneous,,,,,
@TheOfficialSBI Hi Team there are totally 5 ATMs in Chengam Town in Tamilnadu. None of them are working from yester https://t.co/F0JzoOLx5j,Displeasure,,,,,
@PMOIndia @bankofbaroda @BankofBarodaCEO @narendramodi_in @narendramodi @RBI sir BOB Durgapura-Jaipur branch refusing to exchange money.,Displeasure,,,,,
(2/2) @HDFCBank_Cares the staff took care of everything with smiles on their faces even if they are working for long hours on weekends...,Compliment,,,,,
@HDFCBank_Cares pls check mail sent.,Miscellaneous,,,,,
"Hi @pravinrp082, express ur dissatisfaction on https://t.co/DrAughKBtK  vll follow up wid #poorservice @HDFCBank_Cares @HDFC_Bank @RBI #VY",Miscellaneous,,,,,
@HDFCBank_Cares  Might possible bank mgrs can deal in converting large amount on commission base in rural sectors please strengthen process,Miscellaneous,,,,,
"Banks such as @HDFCBank_Cares , @AxisBank and @ICICIBank are waiving transaction costs for own-bank transactions till 30 December.",Compliment,,,,,
"@ICICIBank_Care Still no action, got the confirmation over phone and mail to return the cheque but nothing done yet Request No - SR438161539",Displeasure,,,,,